,uid,location,age,cluster
73553,169349,germany,32.0,1
73554,169350,usa,13.0,1
73556,169352,usa,31.0,1
73559,169358,portugal,20.0,1
73560,169359,usa,36.0,1
73562,169365,usa,34.0,1
73563,169366,france,34.0,1
73564,169368,usa,33.0,1
73567,169373,usa,29.0,1
73570,169387,usa,27.0,1
73572,169392,usa,17.0,1
73573,169394,usa,36.0,1
73574,169397,spain,33.0,1
73578,169412,usa,37.0,1
73579,169413,united kingdom,28.0,1
73580,169415,spain,26.0,1
73581,169418,usa,24.0,1
73582,169419,usa,31.0,1
73584,169425,spain,31.0,1
73585,169426,usa,25.0,1
73587,169428,spain,29.0,1
73589,169430,usa,34.0,1
73590,169434,usa,24.0,1
73591,169436,united kingdom,34.0,1
73592,169440,italy,23.0,1
73594,169448,usa,30.0,1
73595,169449,usa,24.0,1
73596,169452,usa,16.0,1
73597,169453,turkey,18.0,1
73599,169456,italy,32.0,1
73602,169466,australia,33.0,1
73603,169467,usa,32.0,1
73605,169472,usa,27.0,1
73607,169475,portugal,27.0,1
73608,169477,usa,19.0,1
73609,169479,usa,23.0,1
73610,169481,spain,23.0,1
73611,169483,usa,25.0,1
73612,169485,usa,37.0,1
73614,169487,switzerland,20.0,1
73615,169488,usa,16.0,1
73616,169490,spain,33.0,1
73617,169491,usa,19.0,1
73618,169493,usa,33.0,1
73621,169499,germany,17.0,1
73623,169503,australia,34.0,1
73624,169504,usa,38.0,1
73625,169506,spain,23.0,1
73626,169507,usa,19.0,1
73628,169511,usa,38.0,1
73629,169512,usa,27.0,1
73632,169519,united kingdom,30.0,1
73636,169532,usa,22.0,1
73637,169533,usa,28.0,1
73639,169536,united kingdom,32.0,1
73640,169539,portugal,27.0,1
73641,169540,usa,29.0,1
73643,169544,usa,29.0,1
73645,169546,germany,37.0,1
73650,169557,usa,35.0,1
73652,169560,usa,27.0,1
73653,169562,canada,23.0,1
73654,169564,australia,21.0,1
73656,169568,canada,24.0,1
73657,169571,usa,38.0,1
73658,169574,usa,25.0,1
73659,169575,usa,25.0,1
73660,169577,spain,34.0,1
73661,169579,usa,23.0,1
73663,169583,usa,24.0,1
73664,169584,usa,36.0,1
73666,169589,usa,24.0,1
73667,169590,canada,27.0,1
73668,169592,usa,14.0,1
73669,169593,usa,19.0,1
73670,169594,usa,25.0,1
73671,169596,usa,37.0,1
73673,169598,usa,32.0,1
73675,169602,spain,35.0,1
73676,169603,usa,37.0,1
73678,169606,canada,36.0,1
73681,169616,usa,19.0,1
73684,169620,spain,28.0,1
73688,169629,canada,23.0,1
73689,169630,usa,25.0,1
73691,169633,germany,34.0,1
73692,169635,spain,31.0,1
73695,169643,usa,29.0,1
73697,169649,united kingdom,29.0,1
73702,169656,canada,24.0,1
73705,169661,usa,38.0,1
73707,169667,usa,19.0,1
73711,169676,usa,26.0,1
73712,169684,portugal,25.0,1
73713,169685,usa,26.0,1
73716,169691,united kingdom,31.0,1
73717,169693,spain,27.0,1
73718,169695,united kingdom,39.0,1
73722,169706,usa,12.0,1
73723,169708,usa,36.0,1
73724,169712,usa,30.0,1
73725,169713,usa,33.0,1
73726,169717,usa,35.0,1
73733,169734,usa,35.0,1
73735,169748,usa,31.0,1
73736,169750,usa,37.0,1
73737,169753,usa,29.0,1
73738,169756,germany,35.0,1
73740,169758,usa,18.0,1
73741,169761,norway,31.0,1
73743,169765,usa,34.0,1
73745,169769,spain,28.0,1
73747,169773,usa,20.0,1
73748,169774,spain,17.0,1
73749,169775,united kingdom,32.0,1
73750,169776,canada,16.0,1
73751,169777,usa,36.0,1
73754,169785,usa,17.0,1
73755,169786,usa,25.0,1
73757,169792,italy,28.0,1
73760,169795,spain,38.0,1
73761,169798,australia,30.0,1
73767,169813,canada,37.0,1
73772,169826,united kingdom,36.0,1
73774,169836,usa,33.0,1
73775,169838,portugal,27.0,1
73776,169840,usa,32.0,1
73778,169848,malaysia,29.0,1
73780,169854,usa,27.0,1
73781,169855,usa,33.0,1
73782,169864,spain,36.0,1
73783,169865,spain,36.0,1
73784,169866,usa,34.0,1
73786,169868,belgium,29.0,1
73787,169869,italy,32.0,1
73788,169871,spain,24.0,1
73789,169872,germany,27.0,1
73791,169888,united kingdom,28.0,1
73792,169889,usa,22.0,1
73794,169894,spain,27.0,1
73795,169896,belgium,27.0,1
73796,169903,usa,35.0,1
73798,169908,usa,15.0,1
73799,169910,usa,15.0,1
73803,169919,usa,20.0,1
73804,169925,usa,17.0,1
73805,169927,spain,28.0,1
73806,169929,usa,23.0,1
73807,169931,australia,24.0,1
73809,169933,usa,36.0,1
73810,169935,usa,29.0,1
73811,169937,united kingdom,20.0,1
73812,169938,spain,37.0,1
73813,169941,belgium,36.0,1
73814,169943,australia,36.0,1
73816,169946,spain,20.0,1
73819,169953,united kingdom,28.0,1
73823,169963,usa,35.0,1
73825,169969,usa,16.0,1
73828,169975,usa,19.0,1
73829,169976,usa,16.0,1
73830,169978,canada,24.0,1
73831,169981,usa,31.0,1
73832,169983,canada,13.0,1
73833,169986,germany,31.0,1
73835,169992,germany,33.0,1
73836,169994,germany,33.0,1
73837,169997,usa,30.0,1
73838,169998,usa,26.0,1
73839,169999,canada,36.0,1
73840,170000,italy,25.0,1
73843,170007,usa,28.0,1
73844,170008,germany,32.0,1
73845,170013,canada,31.0,1
73846,170014,germany,29.0,1
73848,170018,united kingdom,22.0,1
73850,170022,australia,30.0,1
73852,170024,canada,25.0,1
73855,170029,germany,29.0,1
73856,170031,united kingdom,31.0,1
73857,170033,portugal,27.0,1
73858,170035,canada,16.0,1
73859,170038,united kingdom,23.0,1
73861,170042,germany,29.0,1
73862,170044,united kingdom,28.0,1
73863,170045,germany,30.0,1
73864,170046,australia,27.0,1
73868,170058,united kingdom,22.0,1
73869,170060,usa,20.0,1
73870,170065,united kingdom,25.0,1
73871,170069,spain,34.0,1
73873,170074,italy,33.0,1
73874,170075,united kingdom,31.0,1
73875,170076,spain,19.0,1
73877,170088,iran,20.0,1
73878,170091,switzerland,38.0,1
73880,170099,iran,25.0,1
73881,170100,iran,18.0,1
73882,170101,iran,24.0,1
73883,170103,usa,24.0,1
73884,170104,usa,19.0,1
73886,170108,india,32.0,1
73887,170109,sri lanka,23.0,1
73888,170110,india,25.0,1
73890,170114,germany,18.0,1
73891,170116,canada,24.0,1
73892,170117,spain,38.0,1
73895,170126,germany,23.0,1
73896,170129,germany,23.0,1
73898,170134,iran,20.0,1
73899,170135,iran,20.0,1
73900,170136,iran,20.0,1
73904,170147,spain,25.0,1
73905,170148,germany,24.0,1
73906,170149,usa,27.0,1
73908,170157,spain,36.0,1
73909,170161,usa,35.0,1
73911,170168,philippines,29.0,1
73912,170171,spain,22.0,1
73913,170175,usa,34.0,1
73914,170176,united kingdom,32.0,1
73916,170179,usa,17.0,1
73919,170185,united kingdom,27.0,1
73920,170187,usa,28.0,1
73921,170189,spain,37.0,1
73922,170197,usa,28.0,1
73923,170200,canada,35.0,1
73924,170202,canada,31.0,1
73928,170213,australia,23.0,1
73929,170216,canada,32.0,1
73930,170220,usa,28.0,1
73931,170222,usa,35.0,1
73935,170231,iran,24.0,1
73936,170233,usa,27.0,1
73937,170234,china,22.0,1
73938,170235,australia,12.0,1
73939,170237,usa,36.0,1
73941,170244,usa,37.0,1
73942,170246,united kingdom,22.0,1
73943,170247,usa,36.0,1
73944,170249,spain,28.0,1
73945,170250,usa,33.0,1
73946,170251,usa,34.0,1
73947,170259,italy,30.0,1
73949,170263,germany,22.0,1
73951,170269,belgium,26.0,1
73954,170275,united kingdom,38.0,1
73958,170290,australia,14.0,1
73959,170292,brazil,27.0,1
73960,170297,usa,36.0,1
73962,170299,portugal,37.0,1
73963,170303,united kingdom,37.0,1
73964,170304,united kingdom,24.0,1
73965,170306,italy,28.0,1
73966,170307,spain,24.0,1
73967,170309,usa,33.0,1
73969,170321,spain,18.0,1
73970,170323,united kingdom,34.0,1
73972,170327,usa,23.0,1
73975,170336,usa,16.0,1
73977,170340,usa,24.0,1
73982,170351,usa,26.0,1
73983,170352,usa,31.0,1
73985,170354,united kingdom,18.0,1
73988,170360,canada,36.0,1
73990,170362,usa,20.0,1
73991,170363,canada,18.0,1
73992,170366,usa,32.0,1
73994,170369,usa,38.0,1
73996,170382,usa,28.0,1
73997,170383,usa,27.0,1
73999,170389,usa,24.0,1
74001,170391,usa,38.0,1
74002,170394,spain,23.0,1
74004,170397,united kingdom,26.0,1
74008,170411,united kingdom,18.0,1
74010,170417,australia,21.0,1
74011,170419,usa,26.0,1
74014,170432,usa,36.0,1
74015,170433,australia,30.0,1
74017,170439,new zealand,31.0,1
74019,170444,usa,29.0,1
74023,170459,usa,36.0,1
74024,170463,usa,26.0,1
74030,170471,canada,27.0,1
74031,170472,spain,25.0,1
74032,170473,canada,25.0,1
74033,170475,germany,30.0,1
74034,170477,spain,23.0,1
74035,170478,germany,37.0,1
74036,170480,spain,21.0,1
74037,170486,france,21.0,1
74038,170487,france,20.0,1
74039,170489,usa,32.0,1
74040,170494,spain,21.0,1
74041,170495,spain,24.0,1
74042,170498,germany,28.0,1
74043,170501,canada,25.0,1
74051,170530,canada,37.0,1
74054,170538,usa,37.0,1
74056,170541,usa,34.0,1
74057,170542,usa,25.0,1
74058,170543,usa,31.0,1
74059,170544,usa,24.0,1
74060,170546,usa,33.0,1
74061,170547,canada,26.0,1
74062,170548,usa,34.0,1
74063,170550,canada,25.0,1
74064,170551,usa,35.0,1
74065,170553,usa,27.0,1
74066,170554,canada,35.0,1
74069,170561,usa,24.0,1
74070,170562,usa,29.0,1
74072,170565,usa,32.0,1
74073,170566,usa,34.0,1
74074,170571,usa,29.0,1
74075,170576,usa,29.0,1
74076,170577,usa,32.0,1
74077,170578,canada,32.0,1
74078,170579,usa,34.0,1
74079,170583,usa,37.0,1
74080,170585,usa,24.0,1
74083,170596,usa,28.0,1
74084,170602,united kingdom,34.0,1
74086,170605,usa,33.0,1
74089,170621,usa,28.0,1
74091,170625,canada,24.0,1
74094,170632,usa,31.0,1
74108,170668,usa,21.0,1
74109,170669,portugal,24.0,1
74110,170673,usa,32.0,1
74113,170685,spain,24.0,1
74115,170688,italy,27.0,1
74117,170692,usa,25.0,1
74123,170710,canada,39.0,1
74126,170717,canada,31.0,1
74127,170718,usa,19.0,1
74128,170720,usa,22.0,1
74129,170723,usa,26.0,1
74131,170730,usa,33.0,1
74133,170735,usa,37.0,1
74134,170736,usa,33.0,1
74137,170744,usa,34.0,1
74139,170746,usa,29.0,1
74143,170755,usa,30.0,1
74144,170756,usa,33.0,1
74145,170760,usa,38.0,1
74147,170765,usa,31.0,1
74148,170768,usa,38.0,1
74152,170781,usa,26.0,1
74153,170787,usa,38.0,1
74155,170790,usa,32.0,1
74158,170797,usa,23.0,1
74160,170803,usa,28.0,1
74163,170809,canada,34.0,1
74165,170814,italy,33.0,1
74167,170818,usa,25.0,1
74170,170825,usa,27.0,1
74171,170826,usa,34.0,1
74172,170827,usa,36.0,1
74173,170828,usa,31.0,1
74174,170830,usa,35.0,1
74176,170833,usa,26.0,1
74177,170834,usa,31.0,1
74178,170835,usa,38.0,1
74179,170836,usa,23.0,1
74180,170838,usa,38.0,1
74181,170839,usa,29.0,1
74182,170841,usa,34.0,1
74183,170842,usa,32.0,1
74184,170848,usa,38.0,1
74186,170852,united kingdom,36.0,1
74187,170858,usa,36.0,1
74190,170863,usa,36.0,1
74191,170864,usa,32.0,1
74193,170868,philippines,28.0,1
74194,170870,usa,32.0,1
74195,170872,usa,30.0,1
74196,170873,usa,31.0,1
74197,170874,usa,25.0,1
74198,170876,usa,31.0,1
74199,170877,usa,33.0,1
74200,170878,usa,34.0,1
74201,170879,usa,33.0,1
74203,170886,usa,26.0,1
74204,170888,canada,30.0,1
74205,170889,usa,29.0,1
74206,170891,usa,32.0,1
74207,170893,usa,33.0,1
74208,170894,usa,29.0,1
74209,170895,usa,25.0,1
74210,170896,usa,37.0,1
74211,170897,usa,35.0,1
74212,170899,usa,33.0,1
74213,170903,usa,33.0,1
74215,170915,spain,29.0,1
74216,170916,germany,25.0,1
74217,170918,germany,22.0,1
74219,170933,usa,33.0,1
74220,170935,usa,25.0,1
74221,170936,canada,38.0,1
74222,170941,usa,28.0,1
74223,170942,usa,31.0,1
74224,170943,usa,33.0,1
74225,170944,usa,36.0,1
74226,170946,usa,31.0,1
74229,170950,usa,28.0,1
74232,170956,usa,33.0,1
74233,170957,usa,32.0,1
74235,170960,usa,35.0,1
74237,170962,canada,34.0,1
74238,170963,usa,35.0,1
74239,170965,usa,22.0,1
74241,170973,usa,15.0,1
74243,170978,italy,30.0,1
74244,170979,usa,38.0,1
74248,170991,china,31.0,1
74249,170993,usa,35.0,1
74251,170998,germany,18.0,1
74259,171027,canada,33.0,1
74261,171029,usa,35.0,1
74263,171032,usa,33.0,1
74266,171035,usa,37.0,1
74267,171038,canada,37.0,1
74269,171046,usa,29.0,1
74270,171047,iran,18.0,1
74272,171051,canada,37.0,1
74273,171054,usa,36.0,1
74274,171056,usa,31.0,1
74275,171057,usa,25.0,1
74278,171062,usa,33.0,1
74279,171063,usa,33.0,1
74283,171070,canada,37.0,1
74284,171071,usa,34.0,1
74285,171075,spain,38.0,1
74286,171081,france,30.0,1
74289,171087,usa,27.0,1
74291,171098,united kingdom,36.0,1
74292,171099,spain,25.0,1
74295,171103,germany,28.0,1
74296,171105,new zealand,14.0,1
74299,171111,usa,38.0,1
74301,171117,usa,30.0,1
74304,171126,usa,34.0,1
74306,171128,norway,29.0,1
74307,171131,united kingdom,22.0,1
74308,171132,india,24.0,1
74309,171135,italy,16.0,1
74311,171140,usa,33.0,1
74313,171143,germany,23.0,1
74314,171147,united kingdom,28.0,1
74318,171155,canada,18.0,1
74319,171158,usa,26.0,1
74321,171160,iran,25.0,1
74325,171175,spain,32.0,1
74326,171176,usa,19.0,1
74328,171178,spain,33.0,1
74329,171182,spain,22.0,1
74330,171185,philippines,20.0,1
74331,171186,canada,19.0,1
74332,171188,australia,23.0,1
74333,171190,australia,24.0,1
74335,171199,spain,30.0,1
74336,171201,germany,26.0,1
74338,171207,germany,22.0,1
74340,171213,spain,29.0,1
74343,171220,germany,18.0,1
74344,171221,usa,30.0,1
74345,171225,germany,25.0,1
74346,171226,germany,24.0,1
74347,171229,spain,32.0,1
74348,171230,usa,15.0,1
74349,171231,usa,29.0,1
74352,171236,italy,30.0,1
74353,171237,usa,27.0,1
74354,171238,usa,35.0,1
74356,171246,usa,24.0,1
74357,171247,canada,21.0,1
74358,171248,usa,38.0,1
74363,171266,usa,37.0,1
74366,171272,usa,15.0,1
74367,171273,usa,15.0,1
74368,171279,germany,26.0,1
74370,171282,spain,25.0,1
74371,171285,usa,38.0,1
74372,171287,united kingdom,31.0,1
74373,171290,spain,31.0,1
74374,171292,brazil,20.0,1
74375,171294,spain,29.0,1
74377,171304,spain,29.0,1
74378,171307,usa,19.0,1
74379,171308,spain,35.0,1
74381,171310,brazil,33.0,1
74382,171313,spain,25.0,1
74383,171318,spain,15.0,1
74385,171320,usa,34.0,1
74387,171323,united kingdom,36.0,1
74388,171324,italy,21.0,1
74389,171326,",",27.0,1
74390,171331,australia,13.0,1
74391,171332,usa,27.0,1
74392,171333,usa,38.0,1
74393,171334,usa,23.0,1
74397,171343,usa,32.0,1
74398,171344,spain,29.0,1
74399,171347,germany,29.0,1
74400,171348,usa,16.0,1
74401,171349,usa,16.0,1
74403,171352,australia,20.0,1
74404,171354,",",29.0,1
74405,171356,portugal,28.0,1
74406,171357,italy,38.0,1
74407,171358,spain,34.0,1
74408,171361,australia,37.0,1
74410,171365,usa,35.0,1
74414,171374,mexico,23.0,1
74415,171376,iran,22.0,1
74416,171378,spain,27.0,1
74417,171383,spain,36.0,1
74418,171385,spain,28.0,1
74420,171391,usa,14.0,1
74421,171392,usa,17.0,1
74423,171397,canada,18.0,1
74424,171398,australia,35.0,1
74425,171402,usa,23.0,1
74426,171403,canada,25.0,1
74427,171405,united kingdom,18.0,1
74428,171406,usa,24.0,1
74430,171408,united kingdom,32.0,1
74431,171409,canada,14.0,1
74432,171410,usa,20.0,1
74433,171413,italy,21.0,1
74434,171414,spain,18.0,1
74435,171415,usa,31.0,1
74436,171417,usa,31.0,1
74437,171419,united kingdom,30.0,1
74438,171423,australia,36.0,1
74440,171428,canada,31.0,1
74441,171430,united kingdom,29.0,1
74443,171434,australia,15.0,1
74444,171437,usa,12.0,1
74445,171438,usa,29.0,1
74446,171443,usa,22.0,1
74447,171446,usa,23.0,1
74449,171450,canada,18.0,1
74450,171451,usa,11.0,1
74452,171453,usa,31.0,1
74453,171455,usa,24.0,1
74454,171456,united kingdom,23.0,1
74456,171462,usa,24.0,1
74457,171464,canada,32.0,1
74458,171468,usa,36.0,1
74459,171470,united kingdom,24.0,1
74460,171471,united kingdom,24.0,1
74461,171472,united kingdom,25.0,1
74462,171476,australia,24.0,1
74463,171477,united kingdom,22.0,1
74464,171478,united kingdom,37.0,1
74467,171482,usa,24.0,1
74468,171484,united kingdom,28.0,1
74471,171487,united kingdom,25.0,1
74474,171497,usa,14.0,1
74475,171498,united kingdom,23.0,1
74476,171500,usa,33.0,1
74477,171502,usa,23.0,1
74478,171505,usa,31.0,1
74479,171507,united kingdom,32.0,1
74481,171510,usa,18.0,1
74482,171511,usa,29.0,1
74484,171514,germany,13.0,1
74487,171521,canada,23.0,1
74488,171524,spain,31.0,1
74489,171530,australia,30.0,1
74491,171532,usa,25.0,1
74493,171541,usa,27.0,1
74494,171544,united kingdom,33.0,1
74495,171545,usa,35.0,1
74496,171546,united kingdom,24.0,1
74498,171548,united kingdom,21.0,1
74499,171559,france,16.0,1
74500,171560,belgium,25.0,1
74501,171561,usa,35.0,1
74502,171562,usa,25.0,1
74503,171565,canada,37.0,1
74504,171572,spain,27.0,1
74505,171573,usa,29.0,1
74507,171575,germany,23.0,1
74509,171582,new zealand,14.0,1
74511,171585,united kingdom,37.0,1
74513,171595,france,25.0,1
74514,171597,usa,32.0,1
74515,171598,usa,20.0,1
74516,171603,spain,21.0,1
74517,171605,australia,34.0,1
74521,171612,italy,24.0,1
74522,171614,australia,13.0,1
74525,171621,italy,35.0,1
74529,171627,united kingdom,37.0,1
74531,171632,united kingdom,39.0,1
74536,171641,spain,28.0,1
74537,171643,spain,37.0,1
74538,171649,spain,23.0,1
74542,171656,usa,36.0,1
74543,171659,australia,25.0,1
74544,171660,usa,28.0,1
74546,171663,spain,30.0,1
74548,171667,spain,19.0,1
74551,171675,canada,13.0,1
74553,171678,spain,16.0,1
74556,171685,portugal,22.0,1
74557,171687,spain,37.0,1
74558,171696,germany,27.0,1
74559,171700,canada,27.0,1
74563,171705,united kingdom,37.0,1
74564,171706,usa,25.0,1
74565,171708,spain,38.0,1
74566,171709,spain,22.0,1
74568,171711,spain,32.0,1
74569,171713,spain,37.0,1
74570,171714,spain,34.0,1
74572,171717,italy,31.0,1
74573,171719,spain,33.0,1
74574,171720,australia,34.0,1
74575,171721,brazil,28.0,1
74576,171722,spain,28.0,1
74578,171727,united kingdom,38.0,1
74579,171729,united kingdom,25.0,1
74580,171730,new zealand,26.0,1
74581,171732,usa,24.0,1
74582,171736,usa,21.0,1
74583,171739,germany,32.0,1
74584,171742,italy,32.0,1
74586,171744,spain,28.0,1
74587,171755,australia,23.0,1
74588,171756,usa,32.0,1
74590,171760,australia,23.0,1
74591,171764,usa,36.0,1
74593,171775,",",23.0,1
74594,171776,united kingdom,16.0,1
74597,171781,france,27.0,1
74598,171782,usa,34.0,1
74599,171784,italy,21.0,1
74600,171788,united kingdom,16.0,1
74601,171789,china,27.0,1
74603,171791,usa,32.0,1
74604,171792,usa,22.0,1
74605,171793,canada,21.0,1
74606,171794,spain,26.0,1
74607,171798,usa,33.0,1
74609,171801,usa,24.0,1
74611,171803,usa,13.0,1
74612,171805,canada,18.0,1
74614,171812,usa,24.0,1
74615,171813,canada,30.0,1
74616,171816,united kingdom,33.0,1
74618,171826,usa,22.0,1
74619,171829,canada,29.0,1
74620,171832,usa,31.0,1
74622,171834,usa,27.0,1
74624,171841,usa,36.0,1
74628,171847,",",32.0,1
74629,171849,united kingdom,24.0,1
74630,171850,united kingdom,34.0,1
74631,171851,united kingdom,28.0,1
74633,171853,usa,37.0,1
74636,171865,united kingdom,19.0,1
74638,171871,",",32.0,1
74639,171876,portugal,25.0,1
74640,171877,portugal,17.0,1
74642,171883,usa,38.0,1
74643,171885,australia,17.0,1
74645,171892,usa,27.0,1
74647,171898,italy,26.0,1
74648,171899,spain,23.0,1
74649,171900,usa,29.0,1
74650,171903,usa,23.0,1
74651,171905,china,16.0,1
74652,171908,usa,17.0,1
74654,171910,usa,32.0,1
74655,171911,portugal,18.0,1
74656,171913,canada,36.0,1
74659,171917,australia,28.0,1
74660,171919,canada,39.0,1
74661,171922,usa,21.0,1
74662,171923,usa,29.0,1
74668,171929,usa,34.0,1
74669,171930,united kingdom,31.0,1
74670,171932,australia,28.0,1
74672,171937,usa,18.0,1
74674,171939,usa,24.0,1
74676,171943,germany,36.0,1
74679,171953,usa,25.0,1
74680,171954,usa,33.0,1
74681,171956,germany,20.0,1
74683,171962,usa,28.0,1
74687,171975,usa,37.0,1
74688,171980,usa,38.0,1
74690,171983,usa,24.0,1
74691,171987,united kingdom,38.0,1
74692,171989,usa,25.0,1
74694,171991,spain,19.0,1
74695,171992,canada,28.0,1
74696,171993,australia,27.0,1
74699,171997,usa,33.0,1
74700,171998,usa,16.0,1
74701,172001,germany,21.0,1
74705,172007,usa,22.0,1
74706,172009,usa,30.0,1
74707,172012,usa,26.0,1
74709,172015,spain,27.0,1
74710,172020,usa,32.0,1
74712,172025,usa,18.0,1
74715,172029,usa,35.0,1
74717,172035,usa,22.0,1
74718,172037,usa,16.0,1
74719,172040,usa,37.0,1
74724,172053,united kingdom,18.0,1
74725,172054,united kingdom,28.0,1
74727,172059,usa,38.0,1
74728,172065,spain,29.0,1
74729,172066,italy,33.0,1
74730,172070,usa,15.0,1
74731,172072,usa,22.0,1
74732,172073,usa,35.0,1
74733,172074,united kingdom,20.0,1
74735,172079,usa,18.0,1
74736,172080,usa,15.0,1
74738,172082,usa,34.0,1
74742,172092,united kingdom,32.0,1
74743,172097,spain,37.0,1
74745,172102,united kingdom,37.0,1
74750,172126,usa,27.0,1
74751,172127,italy,23.0,1
74752,172134,germany,23.0,1
74753,172135,germany,17.0,1
74754,172136,canada,29.0,1
74755,172137,italy,23.0,1
74756,172138,usa,36.0,1
74757,172140,usa,25.0,1
74758,172144,canada,21.0,1
74759,172148,usa,35.0,1
74760,172151,usa,22.0,1
74761,172152,canada,10.0,1
74762,172156,usa,20.0,1
74763,172157,usa,20.0,1
74765,172162,usa,16.0,1
74766,172168,usa,33.0,1
74767,172169,united kingdom,33.0,1
74768,172170,usa,38.0,1
74770,172172,canada,31.0,1
74771,172173,canada,16.0,1
74774,172177,usa,23.0,1
74775,172181,australia,25.0,1
74776,172184,usa,19.0,1
74779,172188,canada,17.0,1
74780,172191,united kingdom,26.0,1
74781,172195,germany,20.0,1
74782,172199,usa,37.0,1
74785,172206,usa,31.0,1
74786,172211,usa,30.0,1
74788,172214,canada,24.0,1
74789,172222,mexico,18.0,1
74790,172224,spain,16.0,1
74791,172225,mexico,22.0,1
74792,172226,new zealand,20.0,1
74797,172242,australia,26.0,1
74798,172244,australia,25.0,1
74800,172250,netherlands,27.0,1
74802,172253,germany,36.0,1
74803,172255,usa,28.0,1
74805,172261,united kingdom,23.0,1
74808,172264,united kingdom,33.0,1
74809,172267,usa,27.0,1
74810,172268,usa,35.0,1
74811,172269,united kingdom,24.0,1
74812,172270,usa,31.0,1
74813,172272,united kingdom,30.0,1
74815,172274,usa,29.0,1
74821,172283,germany,23.0,1
74824,172289,usa,30.0,1
74825,172294,usa,30.0,1
74826,172295,canada,33.0,1
74828,172301,usa,33.0,1
74829,172302,usa,18.0,1
74831,172305,united kingdom,24.0,1
74832,172309,usa,31.0,1
74835,172314,usa,35.0,1
74836,172315,canada,17.0,1
74839,172321,canada,35.0,1
74840,172327,united kingdom,37.0,1
74841,172329,united kingdom,13.0,1
74843,172336,france,22.0,1
74844,172339,united kingdom,27.0,1
74845,172344,germany,22.0,1
74847,172352,usa,30.0,1
74849,172364,germany,25.0,1
74850,172365,turkey,30.0,1
74852,172368,canada,37.0,1
74855,172373,spain,15.0,1
74856,172381,spain,28.0,1
74857,172383,usa,25.0,1
74858,172384,spain,33.0,1
74859,172387,france,25.0,1
74860,172390,spain,24.0,1
74861,172393,portugal,34.0,1
74862,172394,usa,37.0,1
74863,172395,portugal,34.0,1
74864,172397,canada,23.0,1
74865,172400,spain,34.0,1
74868,172408,canada,33.0,1
74869,172409,germany,23.0,1
74870,172410,spain,22.0,1
74871,172411,portugal,18.0,1
74872,172414,portugal,36.0,1
74873,172417,spain,19.0,1
74875,172425,australia,22.0,1
74876,172427,portugal,29.0,1
74878,172431,spain,25.0,1
74879,172432,spain,26.0,1
74881,172434,australia,19.0,1
74882,172436,spain,22.0,1
74883,172440,usa,33.0,1
74884,172443,usa,16.0,1
74885,172444,australia,33.0,1
74886,172445,spain,14.0,1
74888,172447,usa,27.0,1
74889,172451,spain,33.0,1
74890,172453,australia,25.0,1
74892,172456,germany,34.0,1
74896,172461,portugal,32.0,1
74897,172465,spain,16.0,1
74899,172468,spain,18.0,1
74901,172471,india,39.0,1
74902,172476,united kingdom,20.0,1
74903,172478,spain,26.0,1
74904,172480,brazil,21.0,1
74906,172484,usa,27.0,1
74908,172494,spain,37.0,1
74909,172495,spain,34.0,1
74910,172496,spain,25.0,1
74913,172500,italy,30.0,1
74914,172501,italy,32.0,1
74916,172504,spain,27.0,1
74918,172507,usa,33.0,1
74919,172508,usa,18.0,1
74924,172521,usa,37.0,1
74926,172523,netherlands,22.0,1
74928,172525,germany,30.0,1
74929,172526,netherlands,29.0,1
74930,172527,portugal,20.0,1
74931,172528,usa,33.0,1
74933,172544,spain,36.0,1
74934,172547,united kingdom,18.0,1
74936,172554,italy,27.0,1
74937,172556,spain,25.0,1
74938,172557,germany,32.0,1
74939,172561,spain,29.0,1
74942,172566,spain,35.0,1
74943,172567,spain,14.0,1
74944,172573,canada,29.0,1
74946,172575,usa,15.0,1
74948,172581,australia,17.0,1
74949,172582,usa,19.0,1
74950,172584,united kingdom,38.0,1
74954,172599,usa,22.0,1
74956,172609,italy,30.0,1
74957,172615,germany,34.0,1
74958,172618,italy,14.0,1
74960,172621,usa,15.0,1
74962,172627,france,22.0,1
74963,172628,usa,26.0,1
74964,172635,germany,21.0,1
74966,172645,usa,22.0,1
74967,172646,spain,25.0,1
74968,172649,usa,25.0,1
74971,172656,usa,20.0,1
74974,172660,spain,24.0,1
74977,172667,netherlands,17.0,1
74980,172670,germany,29.0,1
74981,172671,germany,14.0,1
74982,172678,germany,32.0,1
74983,172679,spain,27.0,1
74984,172682,united kingdom,21.0,1
74985,172684,germany,24.0,1
74986,172686,germany,30.0,1
74988,172690,usa,35.0,1
74989,172694,canada,24.0,1
74991,172698,australia,17.0,1
74993,172702,usa,36.0,1
74999,172724,usa,18.0,1
75000,172727,usa,22.0,1
75001,172729,italy,23.0,1
75002,172730,usa,33.0,1
75003,172734,italy,22.0,1
75006,172746,mexico,19.0,1
75007,172747,india,30.0,1
75008,172748,australia,30.0,1
75010,172752,germany,24.0,1
75011,172753,usa,35.0,1
75012,172757,usa,23.0,1
75013,172759,canada,20.0,1
75014,172761,usa,32.0,1
75016,172765,usa,23.0,1
75017,172766,united kingdom,32.0,1
75018,172771,usa,34.0,1
75020,172779,netherlands,28.0,1
75021,172782,united kingdom,28.0,1
75023,172789,usa,29.0,1
75024,172790,portugal,25.0,1
75026,172799,",",26.0,1
75027,172800,australia,38.0,1
