,uid,location,age,cluster
65121,150355,usa,47.0,0
65123,150360,usa,54.0,0
65128,150372,canada,55.0,0
65133,150380,usa,51.0,0
65135,150383,usa,43.0,0
65136,150386,usa,71.0,0
65139,150391,usa,45.0,0
65140,150394,usa,59.0,0
65141,150396,usa,46.0,0
65143,150398,australia,43.0,0
65144,150402,canada,53.0,0
65147,150407,usa,41.0,0
65148,150408,brazil,49.0,0
65149,150412,usa,43.0,0
65150,150413,usa,57.0,0
65151,150418,usa,85.0,0
65153,150422,usa,55.0,0
65154,150425,chile,54.0,0
65167,150452,usa,42.0,0
65168,150453,usa,42.0,0
65171,150462,germany,51.0,0
65175,150477,spain,39.0,0
65178,150484,canada,44.0,0
65179,150485,usa,46.0,0
65186,150504,usa,40.0,0
65189,150509,usa,46.0,0
65200,150530,spain,49.0,0
65205,150537,usa,48.0,0
65209,150542,",",45.0,0
65219,150572,spain,46.0,0
65229,150597,usa,43.0,0
65230,150599,usa,59.0,0
65233,150604,spain,45.0,0
65236,150608,portugal,40.0,0
65245,150622,united kingdom,46.0,0
65246,150623,usa,56.0,0
65250,150630,usa,53.0,0
65252,150634,usa,54.0,0
65254,150637,usa,40.0,0
65255,150638,usa,52.0,0
65264,150654,usa,40.0,0
65265,150655,usa,40.0,0
65273,150671,mexico,45.0,0
65276,150677,usa,54.0,0
65280,150683,usa,45.0,0
65281,150684,usa,45.0,0
65282,150685,usa,45.0,0
65291,150714,usa,73.0,0
65300,150732,italy,49.0,0
65301,150736,china,51.0,0
65306,150744,usa,39.0,0
65311,150752,australia,55.0,0
65312,150755,italy,42.0,0
65315,150765,usa,61.0,0
65321,150782,usa,52.0,0
65323,150786,germany,39.0,0
65329,150798,spain,39.0,0
65331,150800,usa,50.0,0
65332,150803,usa,49.0,0
65335,150807,usa,40.0,0
65342,150820,australia,39.0,0
65345,150824,usa,42.0,0
65349,150841,australia,40.0,0
65352,150850,portugal,53.0,0
65353,150851,switzerland,48.0,0
65356,150858,portugal,47.0,0
65362,150871,usa,56.0,0
65364,150876,canada,49.0,0
65366,150880,usa,52.0,0
65368,150883,spain,44.0,0
65374,150907,usa,54.0,0
65375,150909,usa,43.0,0
65376,150910,united kingdom,40.0,0
65377,150912,usa,59.0,0
65380,150919,germany,52.0,0
65384,150924,netherlands,56.0,0
65386,150929,usa,47.0,0
65388,150935,usa,44.0,0
65390,150941,usa,51.0,0
65392,150946,usa,56.0,0
65394,150952,usa,48.0,0
65395,150967,usa,49.0,0
65396,150982,usa,40.0,0
65398,150984,usa,43.0,0
65399,150985,usa,50.0,0
65402,150991,usa,56.0,0
65403,150993,usa,68.0,0
65404,150996,usa,63.0,0
65405,150998,new zealand,68.0,0
65409,151011,usa,47.0,0
65410,151018,usa,50.0,0
65411,151019,usa,47.0,0
65417,151031,usa,50.0,0
65421,151036,usa,45.0,0
65425,151049,usa,66.0,0
65432,151066,canada,49.0,0
65433,151067,usa,47.0,0
65434,151072,usa,47.0,0
65435,151073,usa,44.0,0
65440,151078,usa,46.0,0
65442,151085,canada,46.0,0
65446,151091,canada,42.0,0
65447,151092,usa,57.0,0
65450,151112,usa,48.0,0
65451,151113,usa,40.0,0
65452,151117,usa,44.0,0
65455,151127,usa,52.0,0
65458,151134,united kingdom,59.0,0
65460,151136,usa,49.0,0
65463,151141,usa,74.0,0
65467,151146,usa,61.0,0
65470,151154,usa,49.0,0
65478,151166,usa,42.0,0
65482,151174,usa,69.0,0
65486,151180,spain,62.0,0
65497,151198,spain,60.0,0
65499,151201,netherlands,42.0,0
65500,151202,spain,47.0,0
65502,151207,usa,40.0,0
65506,151212,usa,42.0,0
65507,151213,usa,51.0,0
65509,151231,usa,54.0,0
65510,151235,usa,45.0,0
65512,151239,usa,52.0,0
65514,151241,brazil,41.0,0
65515,151242,netherlands,40.0,0
65524,151273,spain,40.0,0
65528,151282,usa,45.0,0
65529,151284,germany,40.0,0
65530,151287,usa,53.0,0
65531,151288,usa,59.0,0
65532,151289,usa,44.0,0
65533,151290,usa,55.0,0
65536,151301,usa,47.0,0
65542,151313,usa,47.0,0
65543,151314,usa,56.0,0
65547,151326,usa,103.0,0
65550,151330,usa,57.0,0
65555,151344,usa,44.0,0
65556,151346,usa,69.0,0
65557,151348,australia,47.0,0
65562,151358,usa,55.0,0
65565,151369,usa,47.0,0
65568,151374,usa,51.0,0
65571,151377,australia,45.0,0
65572,151378,usa,55.0,0
65573,151381,usa,52.0,0
65576,151389,usa,47.0,0
65583,151400,usa,41.0,0
65584,151401,usa,49.0,0
65585,151402,usa,48.0,0
65590,151413,usa,49.0,0
65596,151423,usa,48.0,0
65597,151426,usa,52.0,0
65604,151438,spain,44.0,0
65607,151442,usa,70.0,0
65609,151445,usa,44.0,0
65610,151452,usa,43.0,0
65612,151459,usa,54.0,0
65613,151461,usa,39.0,0
65614,151464,usa,52.0,0
65615,151465,united kingdom,55.0,0
65617,151472,usa,49.0,0
65618,151482,canada,50.0,0
65619,151486,usa,50.0,0
65620,151488,usa,48.0,0
65621,151489,usa,62.0,0
65622,151490,usa,58.0,0
65623,151491,usa,55.0,0
65625,151496,canada,56.0,0
65626,151497,australia,39.0,0
65629,151501,usa,39.0,0
65630,151502,usa,52.0,0
65631,151505,usa,69.0,0
65637,151525,new zealand,41.0,0
65638,151527,united kingdom,40.0,0
65639,151529,australia,47.0,0
65640,151530,new zealand,41.0,0
65645,151540,usa,49.0,0
65646,151541,usa,52.0,0
65647,151548,usa,48.0,0
65648,151549,usa,44.0,0
65650,151556,usa,54.0,0
65652,151559,usa,41.0,0
65653,151560,usa,39.0,0
65654,151562,new zealand,49.0,0
65655,151566,usa,49.0,0
65657,151569,usa,42.0,0
65658,151570,usa,50.0,0
65660,151574,usa,66.0,0
65661,151578,usa,54.0,0
65665,151583,usa,53.0,0
65666,151585,usa,48.0,0
65667,151586,usa,54.0,0
65668,151587,usa,54.0,0
65670,151595,usa,52.0,0
65672,151601,usa,47.0,0
65673,151607,united kingdom,41.0,0
65674,151612,united kingdom,55.0,0
65675,151615,usa,48.0,0
65677,151624,usa,53.0,0
65678,151625,usa,48.0,0
65680,151630,italy,41.0,0
65682,151639,usa,59.0,0
65683,151641,canada,58.0,0
65684,151642,usa,54.0,0
65685,151644,usa,59.0,0
65687,151652,usa,53.0,0
65688,151656,usa,57.0,0
65689,151658,australia,55.0,0
65690,151659,united kingdom,56.0,0
65691,151660,usa,52.0,0
65692,151662,usa,47.0,0
65693,151664,netherlands,58.0,0
65694,151666,usa,49.0,0
65696,151673,usa,51.0,0
65697,151675,canada,56.0,0
65699,151678,usa,46.0,0
65700,151680,usa,40.0,0
65701,151686,new zealand,61.0,0
65705,151690,united kingdom,47.0,0
65706,151691,australia,56.0,0
65713,151698,usa,51.0,0
65715,151701,usa,61.0,0
65718,151711,new zealand,57.0,0
65731,151745,usa,45.0,0
65734,151752,usa,40.0,0
65742,151770,switzerland,40.0,0
65751,151796,usa,58.0,0
65752,151797,usa,43.0,0
65753,151801,usa,54.0,0
65755,151803,usa,39.0,0
65766,151826,usa,54.0,0
65768,151832,usa,54.0,0
65769,151835,usa,51.0,0
65773,151840,usa,62.0,0
65777,151852,usa,48.0,0
65786,151866,germany,42.0,0
65787,151867,canada,61.0,0
65795,151884,canada,44.0,0
65805,151903,usa,46.0,0
65812,151913,canada,44.0,0
65816,151924,usa,54.0,0
65818,151929,usa,61.0,0
65819,151930,usa,55.0,0
65824,151936,usa,45.0,0
65827,151941,usa,60.0,0
65828,151947,usa,39.0,0
65833,151955,usa,57.0,0
65837,151962,usa,62.0,0
65838,151965,usa,55.0,0
65841,151970,usa,51.0,0
65842,151974,usa,55.0,0
65843,151976,usa,61.0,0
65845,151980,spain,58.0,0
65846,151984,portugal,39.0,0
65849,151992,new zealand,45.0,0
65850,151993,usa,62.0,0
65851,151994,usa,54.0,0
65857,152007,netherlands,64.0,0
65858,152008,netherlands,43.0,0
65863,152017,australia,43.0,0
65868,152026,australia,40.0,0
65869,152029,new zealand,42.0,0
65872,152034,usa,56.0,0
65875,152038,usa,56.0,0
65876,152039,usa,50.0,0
65880,152052,brazil,53.0,0
65881,152054,germany,49.0,0
65882,152055,united kingdom,58.0,0
65883,152056,united kingdom,59.0,0
65885,152058,germany,42.0,0
65887,152063,usa,47.0,0
65889,152066,united kingdom,53.0,0
65890,152067,usa,60.0,0
65892,152069,usa,59.0,0
65894,152073,usa,67.0,0
65895,152074,usa,53.0,0
65898,152081,usa,66.0,0
65899,152087,usa,64.0,0
65900,152088,usa,51.0,0
65901,152094,canada,49.0,0
65905,152103,usa,50.0,0
65906,152105,usa,46.0,0
65907,152110,italy,48.0,0
65908,152111,australia,42.0,0
65909,152114,australia,46.0,0
65910,152115,usa,53.0,0
65911,152117,usa,51.0,0
65915,152125,usa,40.0,0
65916,152126,usa,54.0,0
65918,152128,usa,52.0,0
65919,152129,usa,78.0,0
65920,152131,australia,65.0,0
65926,152144,canada,56.0,0
65930,152153,usa,48.0,0
65934,152158,brazil,46.0,0
65937,152166,italy,43.0,0
65939,152171,usa,64.0,0
65941,152176,australia,47.0,0
65943,152179,spain,53.0,0
65946,152185,united kingdom,50.0,0
65947,152189,usa,39.0,0
65949,152193,usa,65.0,0
65951,152196,usa,88.0,0
65955,152202,canada,53.0,0
65956,152205,usa,54.0,0
65957,152207,usa,56.0,0
65959,152210,canada,47.0,0
65961,152219,usa,54.0,0
65964,152227,brazil,39.0,0
65965,152230,australia,48.0,0
65969,152236,usa,49.0,0
65970,152237,usa,52.0,0
65976,152254,united kingdom,58.0,0
65977,152255,usa,50.0,0
65979,152257,usa,53.0,0
65981,152264,spain,43.0,0
65986,152278,usa,40.0,0
65987,152280,usa,64.0,0
65991,152288,usa,46.0,0
65992,152292,canada,40.0,0
65993,152293,usa,59.0,0
65998,152302,spain,43.0,0
66001,152305,usa,60.0,0
66004,152313,canada,49.0,0
66007,152319,usa,61.0,0
66010,152322,usa,74.0,0
66011,152323,united kingdom,44.0,0
66016,152335,usa,54.0,0
66017,152337,new zealand,49.0,0
66020,152340,usa,54.0,0
66021,152346,australia,47.0,0
66022,152349,canada,44.0,0
66024,152358,usa,50.0,0
66025,152362,usa,71.0,0
66028,152368,usa,46.0,0
66030,152371,portugal,58.0,0
66031,152374,australia,39.0,0
66033,152381,canada,43.0,0
66035,152384,germany,52.0,0
66037,152386,united kingdom,53.0,0
66038,152388,usa,63.0,0
66041,152392,united kingdom,51.0,0
66046,152413,australia,62.0,0
66056,152431,usa,53.0,0
66057,152433,australia,69.0,0
66058,152434,usa,48.0,0
66063,152444,usa,44.0,0
66067,152455,usa,39.0,0
66069,152459,spain,46.0,0
66075,152481,usa,52.0,0
66084,152508,usa,49.0,0
66085,152511,usa,52.0,0
66086,152513,usa,54.0,0
66090,152528,australia,57.0,0
66091,152529,usa,69.0,0
66094,152535,australia,41.0,0
66095,152538,usa,63.0,0
66100,152552,usa,49.0,0
66107,152572,australia,45.0,0
66108,152573,usa,65.0,0
66113,152589,usa,50.0,0
66114,152590,united kingdom,42.0,0
66118,152600,usa,54.0,0
66120,152607,usa,66.0,0
66122,152609,canada,44.0,0
66124,152618,usa,40.0,0
66126,152622,usa,43.0,0
66127,152625,usa,44.0,0
66131,152632,brazil,76.0,0
66134,152639,usa,51.0,0
66136,152644,usa,61.0,0
66137,152646,italy,46.0,0
66147,152664,canada,42.0,0
66149,152666,portugal,46.0,0
66151,152672,usa,49.0,0
66152,152679,canada,50.0,0
66154,152681,usa,78.0,0
66155,152685,canada,56.0,0
66157,152693,usa,44.0,0
66160,152700,canada,59.0,0
66163,152711,usa,55.0,0
66164,152712,usa,50.0,0
66165,152714,australia,67.0,0
66166,152719,canada,40.0,0
66176,152746,usa,64.0,0
66180,152753,usa,61.0,0
66182,152757,usa,53.0,0
66183,152758,spain,40.0,0
66184,152759,spain,40.0,0
66185,152763,usa,54.0,0
66186,152764,canada,59.0,0
66187,152765,usa,64.0,0
66189,152768,usa,51.0,0
66192,152777,united kingdom,45.0,0
66193,152781,usa,46.0,0
66195,152785,usa,48.0,0
66198,152791,usa,45.0,0
66199,152792,usa,55.0,0
66205,152806,usa,44.0,0
66207,152809,netherlands,47.0,0
66209,152819,new zealand,46.0,0
66213,152825,usa,62.0,0
66215,152829,united kingdom,40.0,0
66221,152844,germany,47.0,0
66223,152847,spain,50.0,0
66224,152848,usa,66.0,0
66226,152853,usa,52.0,0
66231,152863,usa,51.0,0
66232,152865,usa,49.0,0
66233,152868,usa,57.0,0
66234,152871,usa,59.0,0
66236,152876,germany,104.0,0
66245,152890,usa,63.0,0
66246,152893,usa,59.0,0
66248,152899,usa,44.0,0
66250,152902,united kingdom,46.0,0
66252,152907,usa,60.0,0
66253,152912,united kingdom,46.0,0
66257,152920,united kingdom,58.0,0
66261,152929,usa,62.0,0
66262,152936,spain,40.0,0
66266,152947,usa,65.0,0
66269,152959,spain,50.0,0
66270,152964,usa,44.0,0
66272,152966,usa,45.0,0
66286,153010,usa,50.0,0
66291,153018,usa,59.0,0
66293,153022,usa,53.0,0
66297,153033,usa,53.0,0
66300,153044,usa,65.0,0
66301,153046,united kingdom,50.0,0
66302,153049,usa,62.0,0
66304,153055,usa,58.0,0
66307,153059,germany,40.0,0
66308,153060,germany,39.0,0
66318,153083,united kingdom,47.0,0
66320,153085,spain,43.0,0
66326,153096,canada,44.0,0
66330,153102,germany,39.0,0
66334,153110,usa,67.0,0
66335,153111,canada,46.0,0
66337,153114,australia,46.0,0
66340,153125,portugal,44.0,0
66344,153132,spain,53.0,0
66347,153137,india,41.0,0
66354,153146,usa,52.0,0
66356,153152,usa,70.0,0
66357,153153,australia,43.0,0
66358,153154,italy,45.0,0
66364,153170,spain,51.0,0
66371,153181,usa,45.0,0
66372,153182,united kingdom,50.0,0
66373,153183,canada,48.0,0
66374,153185,netherlands,49.0,0
66381,153206,usa,51.0,0
66382,153207,italy,51.0,0
66391,153229,usa,64.0,0
66392,153230,usa,61.0,0
66395,153244,united kingdom,49.0,0
66397,153251,canada,70.0,0
66398,153253,new zealand,45.0,0
66401,153259,usa,47.0,0
66403,153265,usa,55.0,0
66404,153267,usa,59.0,0
66408,153276,usa,41.0,0
66409,153280,usa,53.0,0
66411,153282,united kingdom,44.0,0
66412,153285,canada,46.0,0
66413,153288,australia,58.0,0
66414,153292,usa,67.0,0
66415,153294,usa,49.0,0
66416,153296,usa,54.0,0
66417,153298,usa,57.0,0
66420,153307,usa,55.0,0
66421,153311,usa,62.0,0
66422,153312,usa,45.0,0
66423,153313,usa,50.0,0
66425,153315,usa,43.0,0
66430,153329,usa,59.0,0
66432,153339,usa,63.0,0
66435,153346,usa,52.0,0
66436,153349,usa,53.0,0
66437,153350,usa,57.0,0
66439,153353,usa,64.0,0
66441,153356,usa,56.0,0
66442,153357,usa,48.0,0
66443,153363,usa,47.0,0
66444,153364,usa,50.0,0
66447,153374,usa,69.0,0
66448,153375,united kingdom,52.0,0
66450,153379,usa,45.0,0
66453,153384,usa,53.0,0
66457,153398,united kingdom,41.0,0
66458,153399,united kingdom,59.0,0
66459,153402,usa,49.0,0
66460,153406,australia,62.0,0
66461,153408,italy,46.0,0
66464,153420,australia,42.0,0
66475,153457,usa,44.0,0
66477,153463,france,49.0,0
66486,153485,malaysia,102.0,0
66488,153490,usa,54.0,0
66494,153506,canada,55.0,0
66496,153510,united kingdom,55.0,0
66505,153523,usa,48.0,0
66507,153527,usa,57.0,0
66511,153532,usa,72.0,0
66512,153534,usa,39.0,0
66519,153553,united kingdom,41.0,0
66520,153557,usa,53.0,0
66529,153575,usa,39.0,0
66531,153581,usa,48.0,0
66532,153583,united kingdom,60.0,0
66536,153590,usa,50.0,0
66537,153593,usa,44.0,0
66540,153602,usa,60.0,0
66542,153606,germany,47.0,0
66544,153612,canada,50.0,0
66548,153624,canada,79.0,0
66551,153629,usa,41.0,0
66553,153633,usa,48.0,0
66555,153636,usa,73.0,0
66557,153642,united kingdom,51.0,0
66561,153654,usa,43.0,0
66562,153657,australia,51.0,0
66563,153658,australia,49.0,0
66564,153659,australia,42.0,0
66565,153660,usa,43.0,0
66567,153669,usa,45.0,0
66568,153672,brazil,49.0,0
66573,153681,usa,39.0,0
66574,153685,usa,46.0,0
66580,153698,usa,48.0,0
66581,153700,malaysia,46.0,0
66583,153702,spain,42.0,0
66585,153705,usa,61.0,0
66588,153710,spain,58.0,0
66590,153714,australia,55.0,0
66595,153725,italy,42.0,0
66600,153733,netherlands,48.0,0
66601,153736,usa,40.0,0
66602,153741,germany,47.0,0
66615,153775,usa,57.0,0
66616,153776,usa,41.0,0
66617,153785,usa,50.0,0
66618,153790,usa,49.0,0
66624,153800,usa,69.0,0
66631,153816,australia,59.0,0
66634,153823,italy,45.0,0
66637,153828,usa,61.0,0
66648,153850,new zealand,57.0,0
66666,153888,finland,60.0,0
66672,153906,canada,58.0,0
66674,153909,germany,41.0,0
66677,153920,usa,41.0,0
66678,153923,usa,44.0,0
66681,153928,germany,104.0,0
66682,153929,usa,50.0,0
66683,153930,germany,39.0,0
66684,153931,spain,49.0,0
66686,153933,usa,51.0,0
66688,153938,usa,43.0,0
66691,153942,usa,54.0,0
66695,153956,usa,39.0,0
66701,153975,new zealand,53.0,0
66702,153976,usa,48.0,0
66703,153979,usa,54.0,0
66704,153980,united kingdom,45.0,0
66707,153986,spain,55.0,0
66709,153989,germany,53.0,0
66711,153991,canada,51.0,0
66714,154002,united kingdom,50.0,0
66715,154006,spain,50.0,0
66717,154008,australia,49.0,0
66719,154013,usa,54.0,0
66727,154033,united kingdom,48.0,0
66735,154044,usa,43.0,0
66740,154051,mexico,44.0,0
66743,154055,spain,42.0,0
66751,154073,usa,69.0,0
66754,154084,netherlands,44.0,0
66765,154102,italy,66.0,0
66768,154111,bosnia and herzegovina,40.0,0
66771,154116,australia,60.0,0
66775,154123,usa,60.0,0
66781,154134,iran,45.0,0
66784,154140,usa,45.0,0
66786,154157,france,57.0,0
66789,154161,germany,49.0,0
66790,154162,usa,52.0,0
66791,154164,usa,60.0,0
66794,154172,usa,60.0,0
66795,154174,united kingdom,48.0,0
66796,154175,germany,42.0,0
66798,154180,usa,72.0,0
66803,154191,usa,57.0,0
66804,154192,usa,53.0,0
66812,154201,germany,41.0,0
66813,154202,usa,70.0,0
66821,154223,usa,50.0,0
66823,154226,australia,42.0,0
66827,154235,usa,41.0,0
66844,154284,usa,53.0,0
66846,154288,",",62.0,0
66849,154292,brazil,41.0,0
66851,154296,canada,42.0,0
66852,154297,spain,41.0,0
66855,154307,spain,46.0,0
66856,154308,australia,104.0,0
66860,154322,usa,46.0,0
66864,154329,germany,45.0,0
66872,154343,australia,45.0,0
66875,154351,usa,40.0,0
66886,154370,canada,42.0,0
66889,154374,spain,45.0,0
66891,154379,new zealand,48.0,0
66892,154380,malaysia,61.0,0
66895,154384,australia,52.0,0
66898,154391,usa,71.0,0
66900,154396,spain,56.0,0
66905,154411,usa,48.0,0
66909,154420,france,44.0,0
66911,154423,australia,52.0,0
66921,154442,spain,40.0,0
66922,154447,france,41.0,0
66924,154452,usa,39.0,0
66927,154462,",",43.0,0
66928,154463,spain,41.0,0
66936,154480,usa,43.0,0
66941,154489,usa,54.0,0
66945,154497,spain,41.0,0
66947,154499,usa,49.0,0
66957,154521,belgium,43.0,0
66966,154547,germany,46.0,0
66968,154551,usa,55.0,0
66976,154567,usa,50.0,0
66979,154572,australia,41.0,0
66981,154574,usa,56.0,0
66986,154586,united kingdom,48.0,0
66989,154596,united kingdom,63.0,0
66991,154607,usa,45.0,0
66992,154609,australia,52.0,0
66993,154612,australia,71.0,0
66996,154619,usa,46.0,0
66997,154621,usa,50.0,0
66998,154622,usa,45.0,0
67000,154624,new zealand,53.0,0
67001,154625,canada,41.0,0
67002,154626,usa,70.0,0
67005,154632,usa,39.0,0
67008,154639,germany,40.0,0
67010,154645,canada,40.0,0
67018,154661,united kingdom,47.0,0
67022,154669,france,59.0,0
67026,154677,usa,45.0,0
67027,154681,italy,40.0,0
67033,154691,australia,46.0,0
67038,154699,united kingdom,47.0,0
67045,154713,usa,41.0,0
67046,154714,usa,59.0,0
67049,154720,usa,39.0,0
67052,154733,usa,65.0,0
67053,154734,usa,61.0,0
67056,154744,usa,48.0,0
67059,154757,usa,45.0,0
67061,154760,usa,52.0,0
67064,154766,usa,53.0,0
67065,154768,germany,39.0,0
67066,154769,usa,51.0,0
67067,154771,canada,56.0,0
67070,154777,usa,51.0,0
67071,154783,usa,75.0,0
67074,154798,usa,46.0,0
67075,154799,usa,44.0,0
67076,154800,usa,61.0,0
67079,154808,usa,65.0,0
67080,154809,usa,65.0,0
67081,154814,usa,65.0,0
67082,154819,usa,43.0,0
67086,154829,usa,55.0,0
67088,154836,usa,48.0,0
67089,154840,usa,40.0,0
67096,154850,usa,45.0,0
67098,154852,usa,49.0,0
67099,154853,usa,39.0,0
67101,154856,spain,54.0,0
67102,154858,usa,60.0,0
67104,154873,usa,43.0,0
67106,154876,united kingdom,48.0,0
67109,154889,usa,51.0,0
67110,154894,usa,84.0,0
67111,154895,usa,43.0,0
67113,154897,usa,40.0,0
67114,154898,australia,49.0,0
67116,154901,usa,47.0,0
67119,154905,usa,62.0,0
67122,154911,united kingdom,75.0,0
67123,154918,usa,49.0,0
67125,154921,usa,70.0,0
67126,154929,usa,55.0,0
67127,154930,usa,52.0,0
67131,154938,usa,66.0,0
67132,154940,usa,55.0,0
67133,154942,usa,50.0,0
67135,154946,usa,63.0,0
67136,154947,usa,49.0,0
67138,154951,usa,58.0,0
67142,154961,usa,57.0,0
67143,154967,spain,60.0,0
67147,154976,canada,41.0,0
67150,154982,spain,58.0,0
67151,154983,usa,52.0,0
67153,154989,germany,49.0,0
67154,154990,usa,68.0,0
67157,154995,germany,66.0,0
67158,154996,usa,63.0,0
67159,155002,usa,52.0,0
67160,155003,usa,46.0,0
67161,155004,usa,46.0,0
67163,155010,usa,40.0,0
67167,155018,italy,51.0,0
67172,155023,usa,60.0,0
67177,155036,usa,61.0,0
67184,155048,france,47.0,0
67194,155068,netherlands,54.0,0
67198,155076,usa,50.0,0
67203,155085,usa,43.0,0
67204,155087,spain,48.0,0
67205,155089,france,56.0,0
67211,155099,germany,104.0,0
67212,155100,portugal,61.0,0
67229,155132,united kingdom,41.0,0
67233,155142,germany,41.0,0
67234,155144,usa,44.0,0
67247,155179,netherlands,48.0,0
67248,155182,usa,42.0,0
67255,155193,canada,55.0,0
67256,155194,australia,40.0,0
67260,155206,spain,55.0,0
67267,155229,usa,46.0,0
67271,155239,spain,44.0,0
67282,155257,netherlands,47.0,0
67283,155259,united kingdom,47.0,0
67296,155290,australia,41.0,0
67306,155307,usa,55.0,0
67312,155318,portugal,46.0,0
67315,155324,spain,56.0,0
67322,155337,spain,53.0,0
67333,155359,canada,42.0,0
67337,155369,australia,59.0,0
67338,155370,usa,49.0,0
67339,155373,usa,67.0,0
67340,155374,usa,56.0,0
67341,155375,switzerland,47.0,0
67342,155381,usa,46.0,0
67348,155394,australia,60.0,0
67351,155398,usa,47.0,0
67356,155404,usa,64.0,0
67358,155415,usa,48.0,0
67363,155423,germany,47.0,0
67365,155425,usa,73.0,0
67367,155428,chile,103.0,0
67373,155436,usa,40.0,0
67376,155441,canada,42.0,0
67378,155446,netherlands,47.0,0
67380,155453,spain,43.0,0
67391,155478,usa,45.0,0
67402,155497,australia,39.0,0
67403,155499,india,61.0,0
67404,155503,usa,54.0,0
67406,155506,usa,65.0,0
67408,155508,usa,43.0,0
67414,155526,germany,45.0,0
67417,155535,usa,46.0,0
67420,155543,usa,45.0,0
67427,155556,brazil,67.0,0
67434,155568,spain,44.0,0
67437,155573,spain,39.0,0
67439,155575,spain,43.0,0
67441,155579,spain,69.0,0
67445,155587,thailand,106.0,0
67455,155621,australia,52.0,0
67458,155626,brazil,49.0,0
67460,155632,italy,43.0,0
67463,155636,usa,42.0,0
67469,155649,united kingdom,55.0,0
67470,155651,usa,43.0,0
67473,155658,united kingdom,44.0,0
67484,155675,spain,56.0,0
67486,155677,spain,47.0,0
67494,155699,spain,55.0,0
67496,155703,united kingdom,60.0,0
67498,155705,spain,40.0,0
67500,155707,spain,50.0,0
67501,155711,usa,51.0,0
67505,155724,canada,47.0,0
67510,155735,usa,60.0,0
67513,155742,portugal,60.0,0
67515,155745,germany,41.0,0
67516,155746,usa,49.0,0
67517,155748,spain,67.0,0
67520,155754,usa,40.0,0
67525,155763,usa,60.0,0
67527,155767,usa,48.0,0
67528,155768,spain,45.0,0
67531,155776,australia,51.0,0
67533,155781,usa,40.0,0
67535,155784,italy,47.0,0
67548,155823,canada,42.0,0
67549,155825,usa,57.0,0
67550,155826,usa,68.0,0
67554,155840,usa,40.0,0
67555,155842,usa,43.0,0
67559,155848,canada,46.0,0
67561,155853,italy,44.0,0
67562,155855,usa,51.0,0
67565,155858,spain,55.0,0
67568,155863,usa,41.0,0
67572,155867,usa,44.0,0
67574,155870,canada,63.0,0
67576,155876,canada,52.0,0
67577,155877,usa,51.0,0
67583,155885,usa,56.0,0
67586,155890,spain,52.0,0
67587,155891,usa,54.0,0
67589,155893,belgium,54.0,0
67590,155896,usa,42.0,0
67592,155901,usa,41.0,0
67593,155908,netherlands,43.0,0
67596,155912,usa,46.0,0
67603,155934,united kingdom,43.0,0
67608,155952,usa,53.0,0
67614,155966,usa,43.0,0
67624,155987,usa,55.0,0
67626,155990,germany,55.0,0
67632,156008,usa,53.0,0
67633,156009,usa,45.0,0
67636,156015,usa,46.0,0
67639,156019,usa,47.0,0
67641,156024,spain,45.0,0
67643,156026,united kingdom,57.0,0
67644,156029,brazil,43.0,0
67646,156035,usa,39.0,0
67648,156038,usa,59.0,0
67650,156040,united kingdom,64.0,0
67651,156042,argentina,68.0,0
67654,156047,usa,54.0,0
67661,156064,usa,52.0,0
67677,156095,usa,64.0,0
67678,156099,usa,55.0,0
67679,156102,canada,41.0,0
67683,156106,usa,71.0,0
67685,156114,usa,47.0,0
67688,156120,usa,41.0,0
67690,156128,usa,45.0,0
67691,156129,usa,41.0,0
67692,156131,usa,39.0,0
67693,156133,usa,68.0,0
67694,156134,usa,57.0,0
67699,156148,usa,45.0,0
67703,156154,usa,40.0,0
67707,156164,usa,56.0,0
67713,156183,italy,50.0,0
67716,156195,brazil,53.0,0
67723,156215,italy,40.0,0
67730,156231,mexico,53.0,0
67737,156239,italy,41.0,0
67740,156246,italy,44.0,0
67741,156248,italy,41.0,0
67747,156259,canada,40.0,0
67748,156260,canada,46.0,0
67759,156281,usa,41.0,0
67763,156291,brazil,45.0,0
67766,156302,usa,50.0,0
67767,156303,usa,48.0,0
67768,156310,usa,43.0,0
67769,156311,usa,46.0,0
67771,156313,usa,48.0,0
67774,156323,canada,40.0,0
67776,156326,usa,62.0,0
67778,156329,usa,46.0,0
67780,156332,philippines,53.0,0
67784,156339,new zealand,42.0,0
67786,156341,usa,41.0,0
67790,156349,canada,57.0,0
67792,156352,usa,39.0,0
67793,156353,usa,43.0,0
67795,156357,canada,45.0,0
67797,156359,usa,60.0,0
67802,156368,usa,42.0,0
67805,156372,usa,39.0,0
67807,156374,italy,47.0,0
67809,156377,australia,52.0,0
67814,156392,usa,60.0,0
67815,156393,canada,47.0,0
67817,156401,spain,46.0,0
67818,156402,usa,52.0,0
67819,156403,usa,54.0,0
67820,156404,usa,42.0,0
67821,156407,usa,50.0,0
67825,156416,spain,48.0,0
67829,156425,portugal,63.0,0
67835,156434,usa,45.0,0
67836,156436,usa,74.0,0
67837,156437,usa,47.0,0
67841,156444,australia,51.0,0
67843,156448,usa,56.0,0
67844,156449,usa,47.0,0
67845,156458,usa,46.0,0
67846,156459,spain,39.0,0
67848,156466,united kingdom,52.0,0
67849,156470,united kingdom,57.0,0
